Region and State;Total;Inter-governmental;total.1;elementary and secondary education;Higher education;Public Welfare;Health and Hospitals;Highways;Police;all other;Exhibit personal Income (millions);year
Hawaii;21,36831;0,00058668;21,367723;3,6684074;1,9100688;3,5613312;2,1317901;1,3119135;0,67449835;8,1097136;57101,4;2010
United States ;0,20751243;0,00040618;0,20710625;0,04795056;0,01946932;0,03588224;0,01851916;0,01280671;0,00788438;0,06459388;12051307;2009
New England;17,522593;0,03311251;17,489481;4,1701919;1,3080068;3,7172337;0,91997225;0,86969861;0,55125523;5,9531221;722458,092;2009
Connecticut;14,998162;0;14,998162;4,0055471;1,1706999;2,645609;1,054754;0,68833735;0,46232853;4,9708861;213686,792;2009
Maine;22,156394;0,02607321;22,130321;4,7996033;1,5655395;5,8178866;1,471484;1,5745056;0,49801294;6,403289;49084,869;2009
Massachusetts;17,973675;0,06057829;17,913096;3,9395712;1,2301718;3,9004042;0,91276346;0,77603991;0,58504;6,5691059;332151,989;2009
New Hampshire;15,656811;0;15,656811;4,248836;1,3762813;3,2233606;0,31430097;1,1438481;0,54916214;4,8010217;59597,335;2009
Rhode Island;20,826905;0,05853296;20,768372;5,0485553;1,342479;4,9126078;0,60279311;0,67858232;0,76921318;7,414141;42946,742;2009
Vermont;22,782488;0,00030412;22,782184;5,7099526;2,7887108;5,4433979;0,76954058;1,9556097;0,59760632;5,5173664;24990,365;2009
Mideast;21,334737;0,03810942;21,296627;5,3255837;1,5006172;4,2079971;1,6385254;1,2043698;0,79797386;6,6215603;2216262,935;2009
Delaware;22,585;0,00286848;22,582132;4,7100663;2,6588201;4,1538798;1,2971046;1,7618334;0,7829504;7,2174773;36291,06;2009
District of Columbia;28,314738;0;28,314738;5,8216555;0,37024184;7,1400292;1,8815276;1,1260593;1,5998193;10,375405;35803,355;2009
Maryland;17,312722;0;17,312722;4,2268718;1,7774229;3,0238743;0,84821806;1,078255;0,73479284;5,6232866;278546,534;2009
New Jersey;18,585211;0;18,585211;5,5936406;1,2661127;3,0381925;0,95137738;0,84685399;0,7415469;6,147487;439321,775;2009
New York;24,381755;0,07503371;24,306721;5,8834092;1,4607308;4,8805376;2,3646795;1,128971;0,91943066;7,6689626;914586,318;2009
Pennsylvania;19,861654;0,03074296;19,830911;4,7054644;1,6195077;4,4535349;1,368015;1,6806612;0,60869268;5,3950347;511713,893;2009
Great Lakes;20,725731;0,00334468;20,722387;4,9602983;2,0988613;3,7824878;1,6393322;1,3425411;0,77417966;6,1246862;1708115,53;2009
Illinois;19,347263;0,00001884;19,347244;4,7172116;1,569851;3,3277112;1,0679959;1,4425903;0,86693911;6,3549451;525582,357;2009
Indiana;20,735331;0,00681572;20,728515;4,4999024;2,4401149;3,5867635;1,952709;1,3385935;0,54829409;6,3621378;219712,564;2009
Michigan;21,656604;0,00812633;21,648478;5,3723674;2,7045635;3,7213123;2,165849;1,1756741;0,73184222;5,7768693;336043,47;2009
Ohio;21,71209;0,00358975;21,708501;5,2517599;1,9397791;4,3480778;1,9161099;1,2009618;0,80477851;6,2470336;410863,852;2009
Wisconsin;20,745722;0;20,745722;4,8245614;2,3993507;4,1076309;1,36506;1,6321372;0,78590856;5,6310731;215913,287;2009
Plains;20,601726;0,01045499;20,591271;4,71169;2,2375024;3,7654897;1,9161531;1,7050816;0,68687665;5,5684773;784027,815;2009
Iowa;22,279798;0;22,279798;4,8105515;3,0017856;3,7369496;2,938754;1,8593796;0,55333836;5,3790393;112828,976;2009
Kansas;20,614097;0,00059105;20,613506;4,9160741;2,4876188;3,0001215;2,1254049;1,7063338;0,6346113;5,7433413;110481,96;2009
Minnesota;21,718143;0;21,718143;4,8754059;2,0671015;5,0893595;1,4703018;1,6402616;0,8150705;5,7606426;215787,47;2009
Missouri;19,172683;0,02224779;19,150435;4,5723986;1,7422884;3,2510435;2,0989429;1,4512777;0,75293582;5,2815482;215540,55;2009
Nebraska;19,926363;0,04685977;19,879504;4,8124113;2,5601888;3,1485005;1,8092373;1,7765771;0,53548141;5,2371071;71199,67;2009
North Dakota;20,666664;0;20,666664;4,0408169;2,9112471;3,2432672;0,38167025;2,6501393;0,54216105;6,8973624;26507,437;2009
South Dakota;18,164046;0;18,164046;3,8143819;1,8842392;2,8426016;0,86193466;2,3680256;0,48346758;5,9093954;31681,752;2009
Southeast;20,492037;0,0000951;20,491942;4,6100283;1,9660246;3,393634;2,2554996;1,3025071;0,77587755;6,1883704;2753800,259;2009
Alabama;22,589025;0;22,589025;5,0818762;3,0894459;3,5087885;3,3397566;1,4843238;0,75518695;5,3296471;155254,669;2009
Arkansas;20,052667;0,00003546;20,052631;5,2605613;2,5259927;4,2522078;1,3918481;1,3921019;0,57447791;4,6554415;90242,461;2009
Florida;20,286258;0;20,286258;4,1195052;1,3081913;2,9129251;1,9066911;1,4396814;1,0864799;7,5127843;682319,559;2009
Georgia;19,627825;0;19,627825;5,6881074;1,706516;2,9544066;1,9119729;1,0002821;0,68358527;5,6829552;327375,254;2009
Kentucky;21,898021;0,00038102;21,89764;4,5414177;2,5457286;4,8832072;1,9427056;1,5516996;0,49073484;5,9421466;138837,504;2009
Louisiana;26,257645;0;26,257645;4,8717449;2,0702865;3,7171832;3,2779661;2,1584193;0,8698201;9,2922248;163381,831;2009
Mississippi;26,174749;0;26,174749;5,0587564;2,9075794;5,4952018;3,9571089;1,7697397;0,73822562;6,2481373;88579,695;2009
North Carolina;19,479566;0;19,479566;4,2710725;2,4085318;3,2701439;2,771025;0,97301101;0,66310006;5,1226813;337787,031;2009
South Carolina;23,799538;0;23,799538;5,6221556;2,2231883;4,1281519;3,7198827;0,92416421;0,69642429;6,4855715;145609,08;2009
Tennessee;18,526902;0;18,526902;3,982101;1,5293034;3,824899;2,1731964;1,205154;0,73769736;5,0745507;217319,201;2009
Virginia;16,659419;0,00058978;16,658829;4,204598;1,9792392;2,4939213;1,3335729;0,98195678;0,58826229;5,0772786;348944,176;2009
West Virginia;22,584348;0;22,584348;4,9860534;2,504571;4,8655663;1,1881176;2,2071822;0,61551375;6,217344;58149,798;2009
Southwest;19,860286;0,00357528;19,85671;5,0588366;2,3030652;3,2840527;1,6439966;1,308248;0,75541593;5,5030953;1320708,181;2009
Arizona;20,718103;0;20,718103;4,3005418;2,0068897;3,7968391;1,3659703;1,4248044;1,0476272;6,7754304;211397,715;2009
New Mexico;28,322384;0;28,322384;5,8369555;3,6250977;5,9610746;2,3641373;2,113588;0,95398832;7,4675422;66678,699;2009
Oklahoma;19,469224;0,035934;19,43329;4,4563736;2,4925976;3,8832735;1,4747604;1,6098939;0,62935598;4,8870351;131404,805;2009
Texas;19,098461;0;19,098461;5,2646957;2,2477046;2,8827886;1,6802054;1,178778;0,69127333;5,1530154;911226,962;2009
Rocky Mountain;21,081683;0,00117207;21,080511;4,5412819;2,5560121;2,6858597;1,9689768;1,6921819;0,78138821;6,8548105;391528,943;2009
Colorado;18,94158;0,00220695;18,939373;4,1458215;2,0935174;2,1156898;1,7770855;1,2738414;0,78238554;6,7510322;198147,196;2009
Idaho;21,202251;0,000008263;21,202243;4,1613508;2,3188424;3,6989172;2,2001736;1,8292876;0,75349917;6,2401722;48408,68;2009
Montana;22,197422;0,00049808;22,196923;4,7256857;2,453251;3,7751201;1,0099819;2,4737877;0,73137373;7,0277233;33729,814;2009
Utah;22,748042;0;22,748042;4,9599123;3,7077761;2,9103351;1,7625241;1,9021282;0,7542989;6,7510671;86896,455;2009
Wyoming;30,766099;0,00018072;30,765918;6,765555;2,8231926;3,0017171;5,1364372;2,9921019;0,99469754;9,0522171;24346,798;2009
Far West [2];21,838856;0,17511595;21,663741;4,4407626;2,037926;3,2677298;2,1143046;1,1086152;0,95207828;7,7423241;2065642,761;2009
California;22,155172;0,23231502;21,922857;4,454443;1,9946001;3,3709967;2,1289499;0,98028383;1,0171801;7,9764032;1554229,664;2009
Nevada;19,245154;0,00146805;19,243686;4,3934885;1,3759143;2,1838542;1,4144024;1,7560982;1,1811363;6,9387926;97544,377;2009
Oregon;22,676816;0;22,676816;4,7692932;2,8193736;3,4651052;1,8814287;1,3689068;0,85812795;7,5145807;134830,942;2009
Washington;20,578781;0,0018381;20,576943;4,2223437;2,133076;2,9760601;2,3899237;1,4713001;0,5547876;6,8294516;279037,778;2009
Alaska;39,60411;0;39,60411;7,3828228;2,1958445;4,6412501;2,0767999;5,2100294;0,92337844;17,173985;32749,086;2009
Hawaii;22,48797;0,00062485;22,487345;4,1945357;2,0524393;3,2461644;2,3337559;1,2206187;0,65851566;8,7813151;56013,398;2009
United States ;0,19260705;0,00038148;0,19222557;0,04527587;0,01784495;0,0323547;0,01680214;0,01231364;0,00716122;0,06047306;12492705;2008
New England;16,452282;0,03235478;16,419927;3,9420891;1,2141751;3,4157879;0,88450441;0,85694579;0,52325679;5,5831678;735337,998;2008
Connecticut;14,044808;0;14,044808;3,7668537;1,057173;2,3882411;0,99097269;0,61594945;0,45996222;4,7656559;217101,744;2008
Maine;21,010066;0,0279464;20,98212;4,6268176;1,5467722;5,0901098;1,4965958;1,4472808;0,4738333;6,3007106;49226,384;2008
Massachusetts;16,786457;0,0579427;16,728514;3,6928555;1,1163374;3,660909;0,86835254;0,84687679;0,54492328;5,9982593;338218,622;2008
New Hampshire;14,624371;0;14,624371;4,0871435;1,3384255;2,6834974;0,34821532;1,0608921;0,51891952;4,587278;61011,388;2008
Rhode Island;20,280231;0,06327357;20,216958;4,8897752;1,3195389;4,8627483;0,62051276;0,6879683;0,71615587;7,1202585;44285,471;2008
Vermont;21,444754;0,00065112;21,444103;5,4253154;2,7265333;4,9202591;0,75224395;1,7083641;0,54554749;5,3658395;25494,389;2008
Mideast;19,981068;0,03474148;19,946326;5,0478473;1,3392847;3,9187996;1,4263794;1,0943777;0,74225086;6,3773867;2266596,092;2008
Delaware;21,842041;0,00287228;21,839168;4,6491362;2,6100614;3,9013906;1,3011415;1,5826901;0,76430043;7,0304481;36974,073;2008
District of Columbia;29,654165;0;29,654165;5,8220483;0,35716361;6,6984148;2,2074338;1,1391927;1,6397801;11,790132;36034,466;2008
Maryland;16,256638;0;16,256638;4,1548823;1,7396085;2,6124618;0,78931256;1,0267451;0,65352675;5,2801008;280994,77;2008
New Jersey;17,297546;0;17,297546;5,2735828;1,1547247;2,7683843;0,90153108;0,82284232;0,67711293;5,6993679;455850,397;2008
New York;22,960313;0,06778832;22,892525;5,5163055;1,2446529;4,7362957;1,9467371;1,044769;0,87988509;7,5238795;927888,435;2008
Pennsylvania;18,256679;0,02976001;18,226919;4,4809309;1,429773;3,9820077;1,2598242;1,4142118;0,54135929;5,1188117;528853,951;2008
Great Lakes;19,234088;0,00077456;19,233314;4,6133781;1,9950931;3,4091487;1,5008148;1,2181054;0,7062137;5,7905601;1774681,948;2008
Illinois;17,449426;0,00003926;17,449387;4,1588865;1,4991567;2,9374197;0,98502758;1,238339;0,7665968;5,8639603;552691,325;2008
Indiana;19,520269;0;19,520269;4,2895644;2,1657839;3,6983306;1,698255;1,2415052;0,53761138;5,8892181;225759,917;2008
Michigan;20,329497;0,00129715;20,3282;5,0727326;2,6662705;3,2573259;1,9388283;1,0429846;0,68452907;5,6655291;354545,792;2008
Ohio;20,428805;0,0021141;20,426691;5,0015097;1,8492583;3,9982393;1,7405196;1,1274655;0,7347133;5,9749854;422401,501;2008
Wisconsin;19,365137;0;19,365137;4,6019235;2,2650737;3,4111103;1,4276201;1,6007567;0,7077658;5,3508867;219283,413;2008
Plains;18,584004;0,00391029;18,580093;4,2587298;2,0316627;3,3524672;1,6981486;1,5681803;0,60560369;5,0653011;811473,761;2008
Iowa;19,683455;0;19,683455;4,4364587;2,6411933;3,3244499;2,4742686;1,5610611;0,52383118;4,7221919;117010,217;2008
Kansas;18,209836;0,00050072;18,209335;4,1148638;2,183485;2,7712473;1,8572551;1,6044623;0,59174904;5,0862725;115633,816;2008
Minnesota;19,570925;0;19,570925;4,3074805;1,8386646;4,4403193;1,3083961;1,6722163;0,6772804;5,3265678;225518,558;2008
Missouri;17,598201;0;17,598201;4,3143287;1,7114244;2,8657771;1,8755981;1,2771027;0,64459145;4,9093783;220897,747;2008
Nebraska;18,429987;0,04308713;18,3869;4,4416297;2,2977049;2,9551888;1,7817893;1,5691794;0,56186432;4,7795438;72300,017;2008
North Dakota;18,893932;0;18,893932;3,7773606;2,8171315;2,9896516;0,37434942;2,2781143;0,43793469;6,21939;27100,616;2008
South Dakota;15,934976;0;15,934976;3,4222524;1,5732327;2,4807052;0,76865057;2,1183335;0,42688001;5,1449211;33012,79;2008
Southeast;19,393782;0,00010656;19,393675;4,4566292;1,8339302;3,0834526;2,115936;1,2877823;0,70696478;5,9089802;2856698,462;2008
Alabama;20,604472;0;20,604472;4,961738;2,9376842;2,8963344;3,0936202;1,2367958;0,66600784;4,8122911;157727,573;2008
Arkansas;19,375914;0,00003464;19,375879;4,8237787;2,3418574;4,0962594;1,3783295;1,3008509;0,5427398;4,8920637;92390,681;2008
Florida;19,035782;0;19,035782;4,1492148;1,1472506;2,6561793;1,6711707;1,4573569;0,91686187;7,0377481;734691,254;2008
Georgia;19,451647;0;19,451647;5,5474142;1,6398511;2,7875732;2,2044052;1,1579908;0,68339515;5,4310171;335573,645;2008
Kentucky;21,01908;0,00159028;21,01749;4,4762176;2,4246281;4,3323975;1,7171814;1,9560413;0,49620139;5,6148227;141421,812;2008
Louisiana;25,280497;0;25,280497;4,4793337;2,0242879;3,4363228;2,9324554;1,7716891;0,79362006;9,8427881;167648,484;2008
Mississippi;24,914678;0;24,914678;4,7649986;2,8145974;4,7119164;3,6488726;1,871062;0,65462978;6,4486011;90094,129;2008
North Carolina;17,763852;0;17,763852;3,8263905;2,2207059;2,9762045;2,4050322;1,0115737;0,62983943;4,6941055;351987,808;2008
South Carolina;22,583785;0;22,583785;5,32175;2,2156986;3,6594479;3,8002175;0,94337467;0,65780187;5,9854941;148898,634;2008
Tennessee;17,299295;0;17,299295;3,7868199;1,4265539;3,7108302;2,1210268;0,91447328;0,66927361;4,670317;220669,541;2008
Virginia;15,988781;0,0002131;15,988568;4,2550239;1,8551042;2,2543655;1,2617395;0,99123126;0,56083019;4,8102732;358043,492;2008
West Virginia;21,482303;0;21,482303;4,8888916;2,4269849;4,421963;1,1530369;1,8903968;0,54074784;6,1602818;57551,409;2008
Southwest;17,859516;0,00308132;17,856435;4,5717502;2,0333438;2,7548254;1,480611;1,4687612;0,65620209;4,8909413;1394758,13;2008
Arizona;19,279783;0;19,279783;4,0940605;1,8945632;3,2236163;1,3427418;1,3379508;0,96082664;6,4260235;224317,885;2008
New Mexico;26,160328;0;26,160328;5,289576;3,4151904;5,4618758;2,1355631;1,7777192;0,89783868;7,1825652;67250,834;2008
Oklahoma;16,94551;0,03023365;16,915277;3,9280625;2,1930897;3,3855599;1,2633357;1,3955831;0,53720327;4,2124426;142149,545;2008
Texas;17,082335;0;17,082335;4,7282263;1,9454108;2,3626791;1,4990972;1,4884978;0,58579152;4,4726323;961039,866;2008
Rocky Mountain;19,05866;0,00106946;19,05759;4,2971856;2,2704307;2,4009899;1,6610638;1,4924701;0,67480836;6,2606415;410768,622;2008
Colorado;17,171283;0,0020004;17,169283;4,0482103;1,8264851;2,0134064;1,3888664;1,1255094;0,68013463;6,0866708;208608,111;2008
Idaho;19,120961;0,000009866;19,120951;3,8040162;2,1524498;3,2414499;1,9870975;1,7040918;0,63238044;5,5994651;50680,252;2008
Montana;20,985102;0,00062117;20,98448;4,4360293;2,4153267;3,1222421;0,98903493;2,221278;0,6560254;7,144544;34611,922;2008
Utah;20,706401;0;20,706401;4,6880295;3,2674839;2,5097917;1,5941389;1,5805293;0,70315871;6,363269;90362,956;2008
Wyoming;25,660786;0;25,660786;5,6859134;2,4016557;2,5316331;4,2856958;2,7240393;0,64188853;7,3899598;26505,381;2008
Far West [2];20,215739;0,16922112;20,046518;4,2986299;1,8473033;2,9301994;1,9027805;1,0606743;0,86489902;7,1420313;2153485,953;2008
California;20,753809;0,22511955;20,528689;4,3666311;1,8262213;3,0579567;1,9432582;0,96755487;0,93302128;7,4340457;1616530,437;2008
Nevada;17,698838;0,00059222;17,698246;4,4980098;1,3824457;1,773448;1,3066924;1,4077307;1,0461242;6,2837954;103001,444;2008
Oregon;20,134645;0;20,134645;4,3662032;2,3350254;2,9287839;1,631232;1,3602226;0,72702757;6,78615;140004,731;2008
Washington;18,177264;0,00150264;18,175761;3,8226192;1,8938328;2,6336232;2,0183876;1,3084891;0,49243519;6,0063744;293949,341;2008
Alaska;35,076762;0;35,076762;6,8064987;2,1001249;4,3072717;1,3806051;4,6302978;0,79730933;15,054654;32853,999;2008
Hawaii;21,216383;0,00057805;21,215805;4,0132785;2,1525999;2,9682194;2,3289334;1,0957246;0,600385;8,056664;56050,035;2008
United States ;0,18839686;0,00038937;0,18800749;0,04459871;0,01700093;0,03198324;0,01607646;0,01206414;0,00700088;0,05928313;11995419;2007
New England;16,424421;0,03338101;16,39104;3,985594;1,2249993;3,4549216;0,80506491;0,80099051;0,53123362;5,5882356;702558,135;2007
Connecticut;13,925703;0;13,925703;3,895024;1,0327571;2,3344192;0,96399174;0,59199727;0,44632974;4,6611837;204296,045;2007
Maine;21,318607;0,02857536;21,290031;4,6370711;1,5938627;5,2069762;1,3327491;1,5398908;0,49090965;6,4885719;47187,502;2007
Massachusetts;16,833253;0,05963117;16,773622;3,7233149;1,1422155;3,7905171;0,74722061;0,70054818;0,56273497;6,107071;324259,926;2007
New Hampshire;14,265188;0;14,265188;4,0380569;1,2893932;2,6058454;0,33053108;1,0453659;0,49848854;4,4575072;59325,737;2007
Rhode Island;19,796731;0,06374727;19,732984;4,7921975;1,304735;4,6375303;0,61239688;0,84028732;0,75667725;6,7891598;43256,752;2007
Vermont;21,755701;0,00042093;21,75528;5,4218951;2,9352341;4,9667646;0,71735622;1,799723;0,58175963;5,3325469;24232,173;2007
Mideast;19,625367;0,03605315;19,589313;4,9420683;1,2722811;3,9933453;1,3701473;1,0592995;0,72795042;6,2242216;2192252,45;2007
Delaware;21,262587;0,00276952;21,259817;4,577503;2,3629816;3,6080877;1,239016;1,3171686;0,85349838;7,3015618;36468,376;2007
District of Columbia;24,502542;0;24,502542;4,107358;0,35507694;6,2660785;1,5342234;0,30177124;1,4440877;10,493946;34651,082;2007
Maryland;15,977469;0;15,977469;4,0040261;1,6421675;2,625461;0,793053;1,0296308;0,66387113;5,2192595;267773,656;2007
New Jersey;17,078233;0;17,078233;5,3914359;1,084231;2,743194;0,87201707;0,80061112;0,69682927;5,4899146;438838,772;2007
New York;22,531001;0,0692607;22,46174;5,2802129;1,2020116;4,91533;1,8937174;1,0381616;0,84155041;7,2907564;908162,948;2007
Pennsylvania;18,098968;0,0316705;18,067297;4,5255867;1,3498944;4,0187876;1,1662187;1,3703617;0,52701567;5,1094324;506357,616;2007
Great Lakes;19,102793;0,00017204;19,102621;4,6939455;1,922024;3,333031;1,4686269;1,2106058;0,69556804;5,7788196;1717580,638;2007
Illinois;17,001489;0,0000382;17,001451;4,0067515;1,4290488;2,7109923;0,9650804;1,2409566;0,75557746;5,8930441;536586,28;2007
Indiana;19,57765;0;19,57765;4,660207;2,1381888;3,3310946;1,7246884;1,1297256;0,52003133;6,073714;215098,965;2007
Michigan;20,08523;0;20,08523;5,4584569;2,4317577;3,1518491;1,8353171;1,0931864;0,66838597;5,4462773;346957,762;2007
Ohio;20,726174;0,00067381;20,7255;5,0507411;1,8336124;4,2027463;1,7815798;1,1527429;0,72550909;5,9785688;408126,658;2007
Wisconsin;19,207056;0;19,207056;4,5285128;2,2884848;3,5327473;1,2796767;1,5211509;0,7087022;5,3477809;210810,973;2007
Plains;18,453176;0,00390473;18,449272;4,2833628;1,9538704;3,3456157;1,6597381;1,5776546;0,61139917;5,0176308;761922,035;2007
Iowa;19,664181;0;19,664181;4,4598115;2,5709453;3,2798835;2,3943475;1,6937091;0,53306567;4,7324184;110015,525;2007
Kansas;18,372079;0,00047625;18,371602;4,2498293;2,2727691;2,8462301;1,8503641;1,577666;0,64317664;4,931567;105406,658;2007
Minnesota;19,059209;0;19,059209;4,3104391;1,7067959;4,3823899;1,2617337;1,4909364;0,65720311;5,249711;214836,931;2007
Missouri;17,424714;0,00001146;17,424702;4,2620881;1,5869845;2,810053;1,8141109;1,4144563;0,66129536;4,8757141;209373,311;2007
Nebraska;18,364668;0,04303035;18,321638;4,4614415;2,1990682;3,0578628;1,7925569;1,4835732;0,52443877;4,8026968;67917,175;2007
North Dakota;19,862217;0;19,862217;4,097574;3,0107995;3,1174203;0,41179587;2,4915309;0,43858602;6,2945102;23713,934;2007
South Dakota;16,269461;0;16,269461;3,4702479;1,5193372;2,5047409;0,77403654;2,3848948;0,44783011;5,168374;30658,501;2007
Southeast;18,71646;0,00010532;18,716355;4,3096068;1,7448856;3,0395162;1,9547881;1,335303;0,67953886;5,6527166;2760150,189;2007
Alabama;20,235016;0;20,235016;4,6771027;2,827519;3,1252555;2,9723609;1,2906154;0,64562267;4,6965396;152246,048;2007
Arkansas;19,292665;0,00003627;19,292628;4,967296;2,3397616;4,1237603;1,3478976;1,3085925;0,54267627;4,6626441;88227,922;2007
Florida;17,891042;0;17,891042;3,9949995;1,1139667;2,5401308;1,4726357;1,3403005;0,86034373;6,5686652;730814,302;2007
Georgia;19,173136;0;19,173136;5,1105592;1,4423118;2,8277784;2,0263123;1,9388178;0,64336263;5,1839939;332074,93;2007
Kentucky;20,165342;0,00162454;20,163717;4,3701087;2,2304109;4,286764;1,5536838;1,7526274;0,46750289;5,5026195;134438,098;2007
Louisiana;22,123216;0;22,123216;4,2322579;1,7193205;3,1012168;2,3018806;1,4132713;0,77417381;8,5810951;156538,878;2007
Mississippi;25,849625;0;25,849625;4,7751173;2,6925446;4,7183379;3,5340081;2,190796;0,6557462;7,2830752;85615,593;2007
North Carolina;17,75076;0;17,75076;3,8346673;2,2943257;2,9842969;2,301665;1,0141836;0,61890367;4,7027178;328369,034;2007
South Carolina;21,930907;0;21,930907;5,2826379;2,0962963;3,7818527;3,5257969;0,97976214;0,63395897;5,6306021;142015,184;2007
Tennessee;17,149201;0;17,149201;3,6338699;1,4315782;3,6151894;2,153499;1,0838097;0,64485693;4,5863977;210695,574;2007
Virginia;15,388981;0,0002001;15,388781;4,1158538;1,7277443;2,2242153;1,2446941;0,86926848;0,55256461;4,6544404;345335,541;2007
West Virginia;21,890155;0;21,890155;5,0746085;2,5528567;4,4983919;1,1731196;1,9565022;0,50076345;6,1339125;53779,085;2007
Southwest;17,567608;0,00350751;17,564101;4,5345463;1,9495258;2,6919227;1,4625677;1,3577483;0,67013342;4,8976566;1284243,51;2007
Arizona;17,802724;0;17,802724;3,8589346;1,7802387;2,9840767;1,1973891;1,2261968;0,92570749;5,8301809;220503,346;2007
New Mexico;25,673929;0;25,673929;5,1193728;3,106659;5,1030537;2,1365604;2,0989802;0,94892622;7,1603771;63091,733;2007
Oklahoma;17,790368;0,03527847;17,75509;4,2484549;2,2172876;3,4609599;1,3213492;1,3616165;0,56167834;4,5837433;127684,113;2007
Texas;16,88977;0;16,88977;4,7047781;1,8694927;2,3313842;1,5014934;1,3368403;0,60129159;4,5444899;872964,318;2007
Rocky Mountain;18,261544;0,00088282;18,260661;4,0474202;2,1337405;2,317804;1,6211439;1,3767194;0,65336236;6,1104708;392944,275;2007
Colorado;16,55668;0,00160402;16,555076;3,7931783;1,7742089;1,8749949;1,4071904;1,0587749;0,64804343;5,9986854;201743,269;2007
Idaho;18,195299;0,00001224;18,195286;3,8929425;1,8887639;3,0847025;1,9264558;1,5931425;0,61084838;5,198431;49037,046;2007
Montana;20,380632;0,0006961;20,379936;4,3833851;2,3122942;3,0944163;0,96231081;2,2376581;0,63062373;6,7592482;32610,254;2007
Utah;19,557113;0;19,557113;4,1265248;3,021013;2,5455703;1,552932;1,3651881;0,67665545;6,2692293;85634,72;2007
Wyoming;25,249444;0;25,249444;5,7672554;2,2483771;2,6061556;3,9422323;2,4822206;0,73299094;7,4702122;23918,986;2007
Far West [2];19,528548;0,16952072;19,359028;4,1998672;1,7277314;2,7883432;1,8399655;1,0206239;0,81928712;6,9632092;2100816,374;2007
California;20,024916;0,22415137;19,800765;4,3204147;1,6923695;2,8924223;1,8738508;0,89567094;0,87474335;7,2512933;1583851,546;2007
Nevada;16,503692;0,00596174;16,49773;3,9601022;1,3279163;1,7930495;1,2140178;1,7138142;0,94270043;5,5461298;104399,125;2007
Oregon;19,757708;0;19,757708;4,0462803;2,2314976;2,8467533;1,6645462;1,4579238;0,71915985;6,7915471;133476,862;2007
Washington;17,733534;0,00174496;17,731789;3,6788938;1,8370416;2,5420615;1,9657088;1,2612966;0,50629004;5,9404969;279088,841;2007
Alaska;34,748809;0;34,748809;6,3748403;2,1056166;4,7972383;1,3865008;4,7083209;0,79220837;14,584084;29744,447;2007
Hawaii;20,674291;0,00057323;20,673718;4,0602048;1,9372809;2,8534996;2,076913;0,95108821;0,57378034;8,2209509;53206,947;2007
United States ;0,186673;0,000572;0,186101;0,04417;0,016841;0,032295;0,01573;0,011999;0,006898;0,058169;11376405;2006
New England;16,81263;0,061274;16,75135;4,04434;1,275752;3,469149;0,828996;0,859212;0,532668;5,741238;655985,5;2006
Connecticut;14,88804;0,024274;14,86377;3,956989;1,146865;2,509364;1,00833;0,689676;0,489998;5,062546;184711,8;2006
Maine;22,08219;0,050056;22,03213;4,707059;1,5842;5,53033;1,365154;1,768106;0,490188;6,587097;45143,5;2006
Massachusetts;16,7703;0,091286;16,67901;3,775797;1,14228;3,567856;0,766628;0,705499;0,543592;6,177362;307433,2;2006
New Hampshire;14,95572;0,015782;14,93994;4,19508;1,39741;2,69974;0,330003;1,137688;0,50321;4,676806;54511,07;2006
Rhode Island;19,87969;0,092694;19,78699;4,739166;1,444453;5,01546;0,670734;0,957392;0,693656;6,266133;41288,64;2006
Vermont;21,40742;0,030554;21,37686;5,43624;2,905608;4,866044;0,63595;1,658759;0,593788;5,280474;22897,24;2006
Mideast;19,7447;0,04712;19,69758;4,963476;1,266298;4,10776;1,345138;1,064645;0,745548;6,204719;2080422;2006
Delaware;21,59278;0,018195;21,57459;4,669993;2,492135;3,587775;1,156551;1,790673;0,826061;7,051398;34607,72;2006
District of Columbia;23,40553;0;23,40553;4,036652;0,326349;5,344698;1,94294;0,242879;1,429399;10,08261;34442,6;2006
Maryland;15,10544;0,013143;15,0923;3,726003;1,552456;2,494718;0,763346;0,931581;0,614934;5,009258;260938,9;2006
New Jersey;17,55279;0,011989;17,5408;5,618882;1,178765;2,98816;0,700338;0,856581;0,723158;5,474918;416264,3;2006
New York;22,50886;0,073348;22,43551;5,299974;1,139292;5,034758;1,863759;1,015324;0,884171;7,198236;857561;2006
Pennsylvania;18,82676;0,054719;18,77204;4,551385;1,393516;4,249157;1,264164;1,414628;0,531922;5,367267;476607,5;2006
Great Lakes;18,859;0,018054;18,84094;4,647464;1,914389;3,250468;1,515973;1,165458;0,676785;5,670405;1654831;2006
Illinois;16,62931;0,012146;16,61716;4,071905;1,460362;2,646387;0,969864;1,056848;0,743023;5,668772;508081,4;2006
Indiana;19,11587;0,015448;19,10042;4,666624;2,064507;3,13817;1,811134;1,142982;0,49597;5,78103;209439,4;2006
Michigan;19,41519;0,025158;19,39003;5,072496;2,442498;2,920605;1,901002;1,065905;0,666687;5,320834;339734;2006
Ohio;20,78984;0,023462;20,76637;5,029151;1,802229;4,212038;1,841078;1,173881;0,68048;6,027518;395209,2;2006
Wisconsin;19,48668;0,013095;19,47358;4,613733;2,231397;3,559246;1,300318;1,612083;0,707348;5,449458;202367,4;2006
Plains;18,44006;0,038723;18,40134;4,263095;1,957636;3,42839;1,544145;1,638229;0,59131;4,978533;719839,5;2006
